lang_id,verb_id,tense_id,subject_id,conj
1,1,2,5,will be
1,1,3,5,was
1,1,4,5,would be
1,1,5,5,are being
1,1,6,5,will be being
1,1,7,5,were being
1,1,8,5,would be being
1,1,9,5,have been
1,1,10,5,will have been
1,1,11,5,had been
1,1,12,5,would have been
1,1,13,5,have been being
1,1,14,5,will have been being
1,1,15,5,had been being
1,1,16,5,would have been being
1,2,1,5,have
1,2,2,5,will have
1,2,3,5,had
1,2,4,5,would have
1,2,5,5,are having
1,2,6,5,will be having
1,2,7,5,were having
1,2,8,5,would be having
1,2,9,5,have had
1,2,10,5,will have had
1,2,11,5,had had
1,2,12,5,would have had
1,2,13,5,have been having
1,2,14,5,will have been having
1,2,15,5,had been having
1,2,16,5,would have been having
1,3,1,5,do
1,3,2,5,will do
1,3,3,5,did
1,3,4,5,would do
1,3,5,5,are doing
1,3,6,5,will be doing
1,3,7,5,were doing
1,3,8,5,would be doing
1,3,9,5,have done
1,3,10,5,will have done
1,3,11,5,had done
1,3,12,5,would have done
1,3,13,5,have been doing
1,3,14,5,will have been doing
1,3,15,5,had been doing
1,3,16,5,would have been doing
1,4,1,5,say
1,4,2,5,will say
1,4,3,5,said
1,4,4,5,would say
1,4,5,5,are saying
1,4,6,5,will be saying
1,4,7,5,were saying
1,4,8,5,would be saying
1,4,9,5,have said
1,4,10,5,will have said
1,4,11,5,had said
1,4,12,5,would have said
1,4,13,5,have been saying
1,4,14,5,will have been saying
1,4,15,5,had been saying
1,4,16,5,would have been saying
1,5,1,5,get
1,5,2,5,will get
1,5,3,5,got
1,5,4,5,would get
1,5,5,5,are getting
1,5,6,5,will be getting
1,5,7,5,were getting
1,5,8,5,would be getting
1,5,9,5,have got
1,5,10,5,will have got
1,5,11,5,had got
1,5,12,5,would have got
1,5,13,5,have been getting
1,5,14,5,will have been getting
1,5,15,5,had been getting
1,5,16,5,would have been getting
1,6,1,5,make
1,6,2,5,will make
1,6,3,5,made
1,6,4,5,would make
1,6,5,5,are making
1,6,6,5,will be making
1,6,7,5,were making
1,6,8,5,would be making
1,6,9,5,have made
1,6,10,5,will have made
1,6,11,5,had made
1,6,12,5,would have made
1,6,13,5,have been making
1,6,14,5,will have been making
1,6,15,5,had been making
1,6,16,5,would have been making
1,7,1,5,go
1,7,2,5,will go
1,7,3,5,went
1,7,4,5,would go
1,7,5,5,are going
1,7,6,5,will be going
1,7,7,5,were going
1,7,8,5,would be going
1,7,9,5,have gone
1,7,10,5,will have gone
1,7,11,5,had gone
1,7,12,5,would have gone
1,7,13,5,have been going
1,7,14,5,will have been going
1,7,15,5,had been going
1,7,16,5,would have been going
1,8,1,5,know
1,8,2,5,will know
1,8,3,5,knew
1,8,4,5,would know
1,8,5,5,are knowing
1,8,6,5,will be knowing
1,8,7,5,were knowing
1,8,8,5,would be knowing
1,8,9,5,have known
1,8,10,5,will have known
1,8,11,5,had known
1,8,12,5,would have known
1,8,13,5,have been knowing
1,8,14,5,will have been knowing
1,8,15,5,had been knowing
1,8,16,5,would have been knowing
1,9,1,5,take
1,9,2,5,will take
1,9,3,5,took
1,9,4,5,would take
1,9,5,5,are taking
1,9,6,5,will be taking
1,9,7,5,were taking
1,9,8,5,would be taking
1,9,9,5,have taken
1,9,10,5,will have taken
1,9,11,5,had taken
1,9,12,5,would have taken
1,9,13,5,have been taking
1,9,14,5,will have been taking
1,9,15,5,had been taking
1,9,16,5,would have been taking
1,10,1,5,see
1,10,2,5,will see
1,10,3,5,saw
1,10,4,5,would see
1,10,5,5,are seeing
1,10,6,5,will be seeing
1,10,7,5,were seeing
1,10,8,5,would be seeing
1,10,9,5,have seen
1,10,10,5,will have seen
1,10,11,5,had seen
1,10,12,5,would have seen
1,10,13,5,have been seeing
1,10,14,5,will have been seeing
1,10,15,5,had been seeing
1,10,16,5,would have been seeing
1,11,1,5,come
1,11,2,5,will come
1,11,3,5,came
1,11,4,5,would come
1,11,5,5,are coming
1,11,6,5,will be coming
1,11,7,5,were coming
1,11,8,5,would be coming
1,11,9,5,have come
1,11,10,5,will have come
1,11,11,5,had come
1,11,12,5,would have come
1,11,13,5,have been coming
1,11,14,5,will have been coming
1,11,15,5,had been coming
1,11,16,5,would have been coming
1,12,1,5,think
1,12,2,5,will think
1,12,3,5,thought
1,12,4,5,would think
1,12,5,5,are thinking
1,12,6,5,will be thinking
1,12,7,5,were thinking
1,12,8,5,would be thinking
1,12,9,5,have thought
1,12,10,5,will have thought
1,12,11,5,had thought
1,12,12,5,would have thought
1,12,13,5,have been thinking
1,12,14,5,will have been thinking
1,12,15,5,had been thinking
1,12,16,5,would have been thinking
1,13,1,5,look
1,13,2,5,will look
1,13,3,5,looked
1,13,4,5,would look
1,13,5,5,are looking
1,13,6,5,will be looking
1,13,7,5,were looking
1,13,8,5,would be looking
1,13,9,5,have looked
1,13,10,5,will have looked
1,13,11,5,had looked
1,13,12,5,would have looked
1,13,13,5,have been looking
1,13,14,5,will have been looking
1,13,15,5,had been looking
1,13,16,5,would have been looking
1,14,1,5,want
1,14,2,5,will want
1,14,3,5,wanted
1,14,4,5,would want
1,14,5,5,are wanting
1,14,6,5,will be wanting
1,14,7,5,were wanting
1,14,8,5,would be wanting
1,14,9,5,have wanted
1,14,10,5,will have wanted
1,14,11,5,had wanted
1,14,12,5,would have wanted
1,14,13,5,have been wanting
1,14,14,5,will have been wanting
1,14,15,5,had been wanting
1,14,16,5,would have been wanting
1,15,1,5,give
1,15,2,5,will give
1,15,3,5,gave
1,15,4,5,would give
1,15,5,5,are giving
1,15,6,5,will be giving
1,15,7,5,were giving
1,15,8,5,would be giving
1,15,9,5,have given
1,15,10,5,will have given
1,15,11,5,had given
1,15,12,5,would have given
1,15,13,5,have been giving
1,15,14,5,will have been giving
1,15,15,5,had been giving
1,15,16,5,would have been giving
1,16,1,5,use
1,16,2,5,will use
1,16,3,5,used
1,16,4,5,would use
1,16,5,5,are using
1,16,6,5,will be using
1,16,7,5,were using
1,16,8,5,would be using
1,16,9,5,have used
1,16,10,5,will have used
1,16,11,5,had used
1,16,12,5,would have used
1,16,13,5,have been using
1,16,14,5,will have been using
1,16,15,5,had been using
1,16,16,5,would have been using
1,17,1,5,find
1,17,2,5,will find
1,17,3,5,found
1,17,4,5,would find
1,17,5,5,are finding
1,17,6,5,will be finding
1,17,7,5,were finding
1,17,8,5,would be finding
1,17,9,5,have found
1,17,10,5,will have found
1,17,11,5,had found
1,17,12,5,would have found
1,17,13,5,have been finding
1,17,14,5,will have been finding
1,17,15,5,had been finding
1,17,16,5,would have been finding
1,18,1,5,tell
1,18,2,5,will tell
1,18,3,5,told
1,18,4,5,would tell
1,18,5,5,are telling
1,18,6,5,will be telling
1,18,7,5,were telling
1,18,8,5,would be telling
1,18,9,5,have told
1,18,10,5,will have told
1,18,11,5,had told
1,18,12,5,would have told
1,18,13,5,have been telling
1,18,14,5,will have been telling
1,18,15,5,had been telling
1,18,16,5,would have been telling
1,19,1,5,ask
1,19,2,5,will ask
1,19,3,5,asked
1,19,4,5,would ask
1,19,5,5,are asking
1,19,6,5,will be asking
1,19,7,5,were asking
1,19,8,5,would be asking
1,19,9,5,have asked
1,19,10,5,will have asked
1,19,11,5,had asked
1,19,12,5,would have asked
1,19,13,5,have been asking
1,19,14,5,will have been asking
1,19,15,5,had been asking
1,19,16,5,would have been asking
1,20,1,5,work
1,20,2,5,will work
1,20,3,5,worked
1,20,4,5,would work
1,20,5,5,are working
1,20,6,5,will be working
1,20,7,5,were working
1,20,8,5,would be working
1,20,9,5,have worked
1,20,10,5,will have worked
1,20,11,5,had worked
1,20,12,5,would have worked
1,20,13,5,have been working
1,20,14,5,will have been working
1,20,15,5,had been working
1,20,16,5,would have been working
1,21,1,5,seem
1,21,2,5,will seem
1,21,3,5,seemed
1,21,4,5,would seem
1,21,5,5,are seeming
1,21,6,5,will be seeming
1,21,7,5,were seeming
1,21,8,5,would be seeming
1,21,9,5,have seemed
1,21,10,5,will have seemed
1,21,11,5,had seemed
1,21,12,5,would have seemed
1,21,13,5,have been seeming
1,21,14,5,will have been seeming
1,21,15,5,had been seeming
1,21,16,5,would have been seeming
1,22,1,5,feel
1,22,2,5,will feel
1,22,3,5,felt
1,22,4,5,would feel
1,22,5,5,are feeling
1,22,6,5,will be feeling
1,22,7,5,were feeling
1,22,8,5,would be feeling
1,22,9,5,have felt
1,22,10,5,will have felt
1,22,11,5,had felt
1,22,12,5,would have felt
1,22,13,5,have been feeling
1,22,14,5,will have been feeling
1,22,15,5,had been feeling
1,22,16,5,would have been feeling
1,23,1,5,try
1,23,2,5,will try
1,23,3,5,tried
1,23,4,5,would try
1,23,5,5,are trying
1,23,6,5,will be trying
1,23,7,5,were trying
1,23,8,5,would be trying
1,23,9,5,have tried
1,23,10,5,will have tried
1,23,11,5,had tried
1,23,12,5,would have tried
1,23,13,5,have been trying
1,23,14,5,will have been trying
1,23,15,5,had been trying
1,23,16,5,would have been trying
1,24,1,5,leave
1,24,2,5,will leave
1,24,3,5,left
1,24,4,5,would leave
1,24,5,5,are leaving
1,24,6,5,will be leaving
1,24,7,5,were leaving
1,24,8,5,would be leaving
1,24,9,5,have left
1,24,10,5,will have left
1,24,11,5,had left
1,24,12,5,would have left
1,24,13,5,have been leaving
1,24,14,5,will have been leaving
1,24,15,5,had been leaving
1,24,16,5,would have been leaving
1,25,1,5,call
1,25,2,5,will call
1,25,3,5,called
1,25,4,5,would call
1,25,5,5,are calling
1,25,6,5,will be calling
1,25,7,5,were calling
1,25,8,5,would be calling
1,25,9,5,have called
1,25,10,5,will have called
1,25,11,5,had called
1,25,12,5,would have called
1,25,13,5,have been calling
1,25,14,5,will have been calling
1,25,15,5,had been calling
1,25,16,5,would have been calling
1,1,1,6,are
1,1,2,6,will be
1,1,3,6,was
1,1,4,6,would be
1,1,5,6,are being
1,1,6,6,will be being
1,1,7,6,were being
1,1,8,6,would be being
1,1,9,6,have been
1,1,10,6,will have been
1,1,11,6,had been
1,1,12,6,would have been
1,1,13,6,have been being
1,1,14,6,will have been being
1,1,15,6,had been being
1,1,16,6,would have been being
1,2,1,6,have
1,2,2,6,will have
1,2,3,6,had
1,2,4,6,would have
1,2,5,6,are having
1,2,6,6,will be having
1,2,7,6,were having
1,2,8,6,would be having
1,2,9,6,have had
1,2,10,6,will have had
1,2,11,6,had had
1,2,12,6,would have had
1,2,13,6,have been having
1,2,14,6,will have been having
1,2,15,6,had been having
1,2,16,6,would have been having
1,3,1,6,do
1,3,2,6,will do
1,3,3,6,did
1,3,4,6,would do
1,3,5,6,are doing
1,3,6,6,will be doing
1,3,7,6,were doing
1,3,8,6,would be doing
1,3,9,6,have done
1,3,10,6,will have done
1,3,11,6,had done
1,3,12,6,would have done
1,3,13,6,have been doing
1,3,14,6,will have been doing
1,3,15,6,had been doing
1,3,16,6,would have been doing
1,4,1,6,say
1,4,2,6,will say
1,4,3,6,said
1,4,4,6,would say
1,4,5,6,are saying
1,4,6,6,will be saying
1,4,7,6,were saying
1,4,8,6,would be saying
1,4,9,6,have said
1,4,10,6,will have said
1,4,11,6,had said
1,4,12,6,would have said
1,4,13,6,have been saying
1,4,14,6,will have been saying
1,4,15,6,had been saying
1,4,16,6,would have been saying
1,5,1,6,get
1,5,2,6,will get
1,5,3,6,got
1,5,4,6,would get
1,5,5,6,are getting
1,5,6,6,will be getting
1,5,7,6,were getting
1,5,8,6,would be getting
1,5,9,6,have got
1,5,10,6,will have got
1,5,11,6,had got
1,5,12,6,would have got
1,5,13,6,have been getting
1,5,14,6,will have been getting
1,5,15,6,had been getting
1,5,16,6,would have been getting
1,6,1,6,make
1,6,2,6,will make
1,6,3,6,made
1,6,4,6,would make
1,6,5,6,are making
1,6,6,6,will be making
1,6,7,6,were making
1,6,8,6,would be making
1,6,9,6,have made
1,6,10,6,will have made
1,6,11,6,had made
1,6,12,6,would have made
1,6,13,6,have been making
1,6,14,6,will have been making
1,6,15,6,had been making
1,6,16,6,would have been making
1,7,1,6,go
1,7,2,6,will go
1,7,3,6,went
1,7,4,6,would go
1,7,5,6,are going
1,7,6,6,will be going
1,7,7,6,were going
1,7,8,6,would be going
1,7,9,6,have gone
1,7,10,6,will have gone
1,7,11,6,had gone
1,7,12,6,would have gone
1,7,13,6,have been going
1,7,14,6,will have been going
1,7,15,6,had been going
1,7,16,6,would have been going
1,8,1,6,know
1,8,2,6,will know
1,8,3,6,knew
1,8,4,6,would know
1,8,5,6,are knowing
1,8,6,6,will be knowing
1,8,7,6,were knowing
1,8,8,6,would be knowing
1,8,9,6,have known
1,8,10,6,will have known
1,8,11,6,had known
1,8,12,6,would have known
1,8,13,6,have been knowing
1,8,14,6,will have been knowing
1,8,15,6,had been knowing
1,8,16,6,would have been knowing
1,9,1,6,take
1,9,2,6,will take
1,9,3,6,took
1,9,4,6,would take
1,9,5,6,are taking
1,9,6,6,will be taking
1,9,7,6,were taking
1,9,8,6,would be taking
1,9,9,6,have taken
1,9,10,6,will have taken
1,9,11,6,had taken
1,9,12,6,would have taken
1,9,13,6,have been taking
1,9,14,6,will have been taking
1,9,15,6,had been taking
1,9,16,6,would have been taking
1,10,1,6,see
1,10,2,6,will see
1,10,3,6,saw
1,10,4,6,would see
1,10,5,6,are seeing
1,10,6,6,will be seeing
1,10,7,6,were seeing
1,10,8,6,would be seeing
1,10,9,6,have seen
1,10,10,6,will have seen
1,10,11,6,had seen
1,10,12,6,would have seen
1,10,13,6,have been seeing
1,10,14,6,will have been seeing
1,10,15,6,had been seeing
1,10,16,6,would have been seeing
1,11,1,6,come
1,11,2,6,will come
1,11,3,6,came
1,11,4,6,would come
1,11,5,6,are coming
1,11,6,6,will be coming
1,11,7,6,were coming
1,11,8,6,would be coming
1,11,9,6,have come
1,11,10,6,will have come
1,11,11,6,had come
1,11,12,6,would have come
1,11,13,6,have been coming
1,11,14,6,will have been coming
1,11,15,6,had been coming
1,11,16,6,would have been coming
1,12,1,6,think
1,12,2,6,will think
1,12,3,6,thought
1,12,4,6,would think
1,12,5,6,are thinking
1,12,6,6,will be thinking
1,12,7,6,were thinking
1,12,8,6,would be thinking
1,12,9,6,have thought
1,12,10,6,will have thought
1,12,11,6,had thought
1,12,12,6,would have thought
1,12,13,6,have been thinking
1,12,14,6,will have been thinking
1,12,15,6,had been thinking
1,12,16,6,would have been thinking
1,13,1,6,look
1,13,2,6,will look
1,13,3,6,looked
1,13,4,6,would look
1,13,5,6,are looking
1,13,6,6,will be looking
1,13,7,6,were looking
1,13,8,6,would be looking
1,13,9,6,have looked
1,13,10,6,will have looked
1,13,11,6,had looked
1,13,12,6,would have looked
1,13,13,6,have been looking
1,13,14,6,will have been looking
1,13,15,6,had been looking
1,13,16,6,would have been looking
1,14,1,6,want
1,14,2,6,will want
1,14,3,6,wanted
1,14,4,6,would want
1,14,5,6,are wanting
1,14,6,6,will be wanting
1,14,7,6,were wanting
1,14,8,6,would be wanting
1,14,9,6,have wanted
1,14,10,6,will have wanted
1,14,11,6,had wanted
1,14,12,6,would have wanted
1,14,13,6,have been wanting
1,14,14,6,will have been wanting
1,14,15,6,had been wanting
1,14,16,6,would have been wanting
1,15,1,6,give
1,15,2,6,will give
1,15,3,6,gave
1,15,4,6,would give
1,15,5,6,are giving
1,15,6,6,will be giving
1,15,7,6,were giving
1,15,8,6,would be giving
1,15,9,6,have given
1,15,10,6,will have given
1,15,11,6,had given
1,15,12,6,would have given
1,15,13,6,have been giving
1,15,14,6,will have been giving
1,15,15,6,had been giving
1,15,16,6,would have been giving
1,16,1,6,use
1,16,2,6,will use
1,16,3,6,used
1,16,4,6,would use
1,16,5,6,are using
1,16,6,6,will be using
1,16,7,6,were using
1,16,8,6,would be using
1,16,9,6,have used
1,16,10,6,will have used
1,16,11,6,had used
1,16,12,6,would have used
1,16,13,6,have been using
1,16,14,6,will have been using
1,16,15,6,they had been using
1,16,16,6,would have been using
1,17,1,6,find
1,17,2,6,will find
1,17,3,6,found
1,17,4,6,would find
1,17,5,6,are finding
1,17,6,6,will be finding
1,17,7,6,were finding
1,17,8,6,would be finding
1,17,9,6,have found
1,17,10,6,will have found
1,17,11,6,had found
1,17,12,6,would have found
1,17,13,6,have been finding
1,17,14,6,will have been finding
1,17,15,6,had been finding
1,17,16,6,would have been finding
1,18,1,6,tell
1,18,2,6,will tell
1,18,3,6,told
1,18,4,6,would tell
1,18,5,6,are telling
1,18,6,6,will be telling
1,18,7,6,were telling
1,18,8,6,would be telling
1,18,9,6,have told
1,18,10,6,will have told
1,18,11,6,had told
1,18,12,6,would have told
1,18,13,6,have been telling
1,18,14,6,will have been telling
1,18,15,6,had been telling
1,18,16,6,would have been telling
1,19,1,6,ask
1,19,2,6,will ask
1,19,3,6,asked
1,19,4,6,would ask
1,19,5,6,are asking
1,19,6,6,will be asking
1,19,7,6,were asking
1,19,8,6,would be asking
1,19,9,6,have asked
1,19,10,6,will have asked
1,19,11,6,had asked
1,19,12,6,would have asked
1,19,13,6,have been asking
1,19,14,6,will have been asking
1,19,15,6,had been asking
1,19,16,6,would have been asking
1,20,1,6,work
1,20,2,6,will work
1,20,3,6,worked
1,20,4,6,would work
1,20,5,6,are working
1,20,6,6,will be working
1,20,7,6,were working
1,20,8,6,would be working
1,20,9,6,have worked
1,20,10,6,will have worked
1,20,11,6,had worked
1,20,12,6,would have worked
1,20,13,6,have been working
1,20,14,6,will have been working
1,20,15,6,had been working
1,20,16,6,would have been working
1,21,1,6,seem
1,21,2,6,will seem
1,21,3,6,seemed
1,21,4,6,would seem
1,21,5,6,are seeming
1,21,6,6,will be seeming
1,21,7,6,were seeming
1,21,8,6,would be seeming
1,21,9,6,have seemed
1,21,10,6,will have seemed
1,21,11,6,had seemed
1,21,12,6,would have seemed
1,21,13,6,have been seeming
1,21,14,6,will have been seeming
1,21,15,6,had been seeming
1,21,16,6,would have been seeming
1,22,1,6,feel
1,22,2,6,will feel
1,22,3,6,felt
1,22,4,6,would feel
1,22,5,6,are feeling
1,22,6,6,will be feeling
1,22,7,6,were feeling
1,22,8,6,would be feeling
1,22,9,6,have felt
1,22,10,6,will have felt
1,22,11,6,had felt
1,22,12,6,would have felt
1,22,13,6,have been feeling
1,22,14,6,will have been feeling
1,22,15,6,had been feeling
1,22,16,6,would have been feeling
1,23,1,6,try
1,23,2,6,will try
1,23,3,6,tried
1,23,4,6,would try
1,23,5,6,are trying
1,23,6,6,will be trying
1,23,7,6,were trying
1,23,8,6,would be trying
1,23,9,6,have tried
1,23,10,6,will have tried
1,23,11,6,had tried
1,23,12,6,would have tried
1,23,13,6,have been trying
1,23,14,6,will have been trying
1,23,15,6,had been trying
1,23,16,6,would have been trying
1,24,1,6,leave
1,24,2,6,will leave
1,24,3,6,left
1,24,4,6,would leave
1,24,5,6,are leaving
1,24,6,6,will be leaving
1,24,7,6,were leaving
1,24,8,6,would be leaving
1,24,9,6,have left
1,24,10,6,will have left
1,24,11,6,had left
1,24,12,6,would have left
1,24,13,6,have been leaving
1,24,14,6,will have been leaving
1,24,15,6,had been leaving
1,24,16,6,would have been leaving
1,25,1,6,call
1,25,2,6,will call
1,25,3,6,called
1,25,4,6,would call
1,25,5,6,are calling
1,25,6,6,will be calling
1,25,7,6,were calling
1,25,8,6,would be calling
1,25,9,6,have called
1,25,10,6,will have called
1,25,11,6,had called
1,25,12,6,would have called
1,25,13,6,have been calling
1,25,14,6,will have been calling
1,25,15,6,had been calling
1,25,16,6,would have been calling
